"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" "C" "V" "C" "V" "C" "V" "-1" "V"
"2" "C" "V" "C" "V" "C" "V" "-1" "V"
"3" "C" "V" "C" "V" "C" "V" "-1" "V"
"4" "C" "V" "C" "V" "C" "V" "-1" "V"
"5" "C" "V" "C" "V" "C" "V" "-1" "V"
"6" "C" "V" "C" "V" "C" "V" "-1" "V"
"7" "C" "V" "C" "V" "C" "V" "-1" "-1"
"8" "C" "V" "C" "V" "C" "V" "-1" "V"
"9" "C" "V" "C" "V" "C" "V" "-1" "V"
